item_id,pedido_id,sku,quantidade,preco_unitario,subtotal
IT00005506,PED00002253,SKU007,1,12.32,12.32
IT00005507,PED00002253,SKU014,6,7.71,46.27
IT00005508,PED00002254,SKU011,1,17.23,17.23
IT00005509,PED00002254,SKU001,3,6.62,19.87
IT00005510,PED00002254,SKU007,2,13.25,26.49
IT00005511,PED00002254,SKU007,1,13.22,13.22
IT00005512,PED00002255,SKU010,6,15.43,92.56
IT00005513,PED00002255,SKU007,1,13.41,13.41
IT00005514,PED00002256,SKU007,3,13.21,39.63
IT00005515,PED00002256,SKU013,1,11.3,11.3
IT00005516,PED00002256,SKU015,1,6.84,6.84
IT00005517,PED00002256,SKU001,3,6.46,19.39
IT00005518,PED00002256,SKU010,3,14.45,43.36
IT00005519,PED00002257,SKU011,2,16.57,33.15
IT00005520,PED00002257,SKU006,12,10.27,123.24
IT00005521,PED00002258,SKU004,3,7.96,23.87
IT00005522,PED00002259,SKU013,1,10.92,10.92
IT00005523,PED00002259,SKU001,1,6.6,6.6
IT00005524,PED00002259,SKU001,12,6.59,79.08
IT00005525,PED00002260,SKU011,1,15.88,15.88
IT00005526,PED00002260,SKU013,1,10.85,10.85
IT00005527,PED00002260,SKU013,1,10.63,10.63
IT00005528,PED00002260,SKU013,1,10.97,10.97
IT00005529,PED00002261,SKU011,6,15.79,94.77
IT00005530,PED00002262,SKU014,1,7.58,7.58
IT00005531,PED00002263,SKU002,1,4.24,4.24
IT00005532,PED00002263,SKU004,1,8.15,8.15
IT00005533,PED00002263,SKU012,3,11.74,35.22
IT00005534,PED00002263,SKU012,3,11.88,35.65
IT00005535,PED00002264,SKU011,6,16.47,98.82
IT00005536,PED00002264,SKU007,2,12.53,25.05
IT00005537,PED00002264,SKU010,2,14.38,28.77
IT00005538,PED00002264,SKU012,2,11.73,23.46
IT00005539,PED00002265,SKU011,1,15.89,15.89
IT00005540,PED00002265,SKU011,1,16.2,16.2
IT00005541,PED00002265,SKU001,1,6.21,6.21
IT00005542,PED00002266,SKU003,6,3.79,22.72
IT00005543,PED00002267,SKU012,1,11.45,11.45
IT00005544,PED00002267,SKU005,6,8.08,48.5
IT00005545,PED00002267,SKU004,3,7.79,23.36
IT00005546,PED00002268,SKU013,1,10.77,10.77
IT00005547,PED00002268,SKU007,6,12.83,76.95
IT00005548,PED00002269,SKU001,1,6.51,6.51
IT00005549,PED00002270,SKU010,1,14.7,14.7
IT00005550,PED00002270,SKU007,1,12.77,12.77
IT00005551,PED00002271,SKU009,6,19.34,116.02
IT00005552,PED00002271,SKU012,1,11.54,11.54
IT00005553,PED00002272,SKU015,1,6.98,6.98
IT00005554,PED00002272,SKU015,6,6.71,40.28
IT00005555,PED00002273,SKU001,2,6.52,13.05
IT00005556,PED00002273,SKU006,1,10.0,10.0
IT00005557,PED00002273,SKU009,6,20.66,123.93
IT00005558,PED00002273,SKU005,3,8.1,24.3
IT00005559,PED00002274,SKU011,6,16.42,98.5
IT00005560,PED00002274,SKU008,1,19.39,19.39
IT00005561,PED00002275,SKU014,1,7.48,7.48
IT00005562,PED00002275,SKU008,1,18.68,18.68
IT00005563,PED00002275,SKU013,6,11.08,66.47
IT00005564,PED00002276,SKU001,2,6.66,13.32
IT00005565,PED00002277,SKU008,6,19.68,118.07
IT00005566,PED00002277,SKU013,1,11.1,11.1
IT00005567,PED00002278,SKU002,2,4.2,8.41
IT00005568,PED00002278,SKU003,1,3.7,3.7
IT00005569,PED00002278,SKU013,1,10.39,10.39
IT00005570,PED00002279,SKU007,1,12.87,12.87
IT00005571,PED00002279,SKU003,2,3.64,7.27
IT00005572,PED00002279,SKU003,6,3.83,23.0
IT00005573,PED00002279,SKU002,1,4.2,4.2
IT00005574,PED00002280,SKU011,2,16.71,33.41
IT00005575,PED00002280,SKU007,1,12.94,12.94
IT00005576,PED00002281,SKU005,1,8.84,8.84
IT00005577,PED00002281,SKU004,1,7.76,7.76
IT00005578,PED00002281,SKU010,2,14.89,29.78
IT00005579,PED00002282,SKU001,1,6.66,6.66
IT00005580,PED00002282,SKU005,1,8.45,8.45
IT00005581,PED00002282,SKU007,1,12.56,12.56
IT00005582,PED00002283,SKU009,3,19.26,57.77
IT00005583,PED00002283,SKU009,2,20.69,41.39
IT00005584,PED00002283,SKU012,3,11.49,34.46
IT00005585,PED00002284,SKU014,3,7.57,22.72
IT00005586,PED00002285,SKU009,3,20.78,62.33
IT00005587,PED00002285,SKU012,1,12.1,12.1
IT00005588,PED00002286,SKU011,3,15.77,47.3
IT00005589,PED00002287,SKU015,1,6.57,6.57
IT00005590,PED00002287,SKU001,12,6.28,75.33
IT00005591,PED00002288,SKU003,2,3.99,7.98
IT00005592,PED00002288,SKU008,1,18.25,18.25
IT00005593,PED00002289,SKU014,3,7.35,22.04
IT00005594,PED00002290,SKU012,2,11.78,23.56
IT00005595,PED00002290,SKU015,6,7.14,42.84
IT00005596,PED00002291,SKU005,12,8.31,99.68
IT00005597,PED00002291,SKU008,1,18.75,18.75
IT00005598,PED00002292,SKU012,6,11.69,70.12
IT00005599,PED00002293,SKU008,1,19.59,19.59
IT00005600,PED00002293,SKU003,3,3.87,11.6
IT00005601,PED00002293,SKU014,6,7.45,44.69
IT00005602,PED00002293,SKU008,2,19.79,39.58
IT00005603,PED00002294,SKU010,1,14.65,14.65
IT00005604,PED00002294,SKU012,1,12.45,12.45
IT00005605,PED00002295,SKU004,1,7.68,7.68
IT00005606,PED00002295,SKU013,6,11.29,67.74
IT00005607,PED00002296,SKU001,2,6.82,13.64
IT00005608,PED00002296,SKU006,3,10.38,31.13
IT00005609,PED00002297,SKU002,1,4.07,4.07
IT00005610,PED00002297,SKU015,3,6.96,20.87
IT00005611,PED00002298,SKU004,1,7.52,7.52
IT00005612,PED00002298,SKU007,3,12.69,38.06
IT00005613,PED00002298,SKU006,1,9.49,9.49
IT00005614,PED00002298,SKU013,3,11.0,32.99
IT00005615,PED00002299,SKU004,1,8.28,8.28
IT00005616,PED00002299,SKU008,6,18.46,110.76
IT00005617,PED00002299,SKU014,1,7.78,7.78
IT00005618,PED00002300,SKU002,2,4.28,8.55
IT00005619,PED00002300,SKU002,1,4.38,4.38
IT00005620,PED00002301,SKU013,1,11.31,11.31
IT00005621,PED00002301,SKU008,1,19.23,19.23
IT00005622,PED00002301,SKU002,12,3.99,47.89
IT00005623,PED00002301,SKU005,2,8.17,16.33
IT00005624,PED00002302,SKU005,1,8.73,8.73
IT00005625,PED00002302,SKU005,2,8.72,17.45
IT00005626,PED00002302,SKU014,3,7.74,23.22
IT00005627,PED00002302,SKU015,1,6.65,6.65
IT00005628,PED00002302,SKU007,2,12.88,25.77
IT00005629,PED00002303,SKU001,1,6.6,6.6
IT00005630,PED00002303,SKU009,1,19.15,19.15
IT00005631,PED00002303,SKU001,1,6.36,6.36
IT00005632,PED00002304,SKU012,1,12.44,12.44
IT00005633,PED00002304,SKU009,3,20.21,60.64
IT00005634,PED00002305,SKU010,1,14.19,14.19
IT00005635,PED00002305,SKU003,12,3.64,43.66
IT00005636,PED00002305,SKU015,12,6.76,81.07
IT00005637,PED00002306,SKU010,2,14.44,28.88
IT00005638,PED00002306,SKU013,1,10.85,10.85
IT00005639,PED00002306,SKU013,1,10.91,10.91
IT00005640,PED00002307,SKU001,1,6.23,6.23
IT00005641,PED00002307,SKU014,1,7.45,7.45
IT00005642,PED00002307,SKU007,12,12.71,152.54
IT00005643,PED00002308,SKU001,1,6.55,6.55
IT00005644,PED00002309,SKU006,1,9.79,9.79
IT00005645,PED00002309,SKU015,3,7.2,21.59
IT00005646,PED00002310,SKU005,6,8.91,53.44
IT00005647,PED00002311,SKU006,6,10.33,61.97
IT00005648,PED00002311,SKU006,2,9.72,19.44
IT00005649,PED00002311,SKU007,1,13.22,13.22
IT00005650,PED00002311,SKU012,1,11.9,11.9
IT00005651,PED00002312,SKU003,3,3.79,11.37
IT00005652,PED00002312,SKU009,2,19.99,39.98
IT00005653,PED00002313,SKU015,2,7.11,14.23
IT00005654,PED00002313,SKU008,2,18.26,36.53
IT00005655,PED00002314,SKU012,3,12.2,36.6
IT00005656,PED00002314,SKU006,12,10.03,120.4
IT00005657,PED00002315,SKU011,12,16.37,196.43
IT00005658,PED00002315,SKU010,1,15.45,15.45
IT00005659,PED00002316,SKU015,6,6.75,40.5
IT00005660,PED00002316,SKU004,3,7.53,22.59
IT00005661,PED00002317,SKU014,2,7.16,14.32
IT00005662,PED00002317,SKU007,2,12.88,25.76
IT00005663,PED00002317,SKU012,1,11.88,11.88
IT00005664,PED00002317,SKU011,1,15.76,15.76
IT00005665,PED00002317,SKU015,1,7.01,7.01
IT00005666,PED00002318,SKU013,1,10.95,10.95
IT00005667,PED00002318,SKU008,3,19.44,58.32
IT00005668,PED00002319,SKU003,1,3.75,3.75
IT00005669,PED00002319,SKU013,2,10.85,21.69
IT00005670,PED00002319,SKU003,2,3.71,7.41
IT00005671,PED00002320,SKU015,1,6.77,6.77
IT00005672,PED00002321,SKU009,6,20.64,123.86
IT00005673,PED00002321,SKU003,6,3.62,21.7
IT00005674,PED00002322,SKU006,3,10.19,30.57
IT00005675,PED00002322,SKU005,2,8.48,16.96
IT00005676,PED00002322,SKU015,2,7.04,14.08
IT00005677,PED00002323,SKU015,1,6.84,6.84
IT00005678,PED00002324,SKU013,1,11.44,11.44
IT00005679,PED00002324,SKU010,2,14.8,29.6
IT00005680,PED00002325,SKU013,2,11.12,22.25
IT00005681,PED00002325,SKU002,1,4.23,4.23
IT00005682,PED00002325,SKU012,2,11.58,23.16
IT00005683,PED00002326,SKU004,2,8.12,16.25
IT00005684,PED00002326,SKU007,6,12.71,76.26
IT00005685,PED00002327,SKU003,6,3.91,23.47
IT00005686,PED00002327,SKU001,1,6.64,6.64
IT00005687,PED00002327,SKU002,1,4.0,4.0
IT00005688,PED00002328,SKU008,1,18.6,18.6
IT00005689,PED00002329,SKU013,1,10.91,10.91
IT00005690,PED00002329,SKU001,3,6.59,19.76
IT00005691,PED00002329,SKU006,2,9.88,19.77
IT00005692,PED00002330,SKU007,2,13.16,26.33
IT00005693,PED00002330,SKU003,3,3.92,11.76
IT00005694,PED00002330,SKU004,6,8.26,49.53
IT00005695,PED00002331,SKU005,1,8.88,8.88
IT00005696,PED00002331,SKU006,1,9.83,9.83
IT00005697,PED00002331,SKU006,3,10.08,30.23
IT00005698,PED00002331,SKU008,2,18.43,36.86
IT00005699,PED00002332,SKU012,3,11.83,35.48
IT00005700,PED00002333,SKU013,2,11.38,22.76
IT00005701,PED00002334,SKU005,2,8.75,17.5
IT00005702,PED00002334,SKU015,6,6.62,39.7
IT00005703,PED00002334,SKU002,3,4.06,12.18
IT00005704,PED00002334,SKU013,1,10.78,10.78
IT00005705,PED00002335,SKU015,2,7.05,14.1
IT00005706,PED00002335,SKU015,2,6.92,13.84
IT00005707,PED00002335,SKU012,3,11.76,35.27
IT00005708,PED00002335,SKU004,1,7.51,7.51
IT00005709,PED00002335,SKU009,3,20.39,61.17
IT00005710,PED00002336,SKU012,2,12.11,24.22
IT00005711,PED00002336,SKU002,1,4.15,4.15
IT00005712,PED00002337,SKU003,6,3.96,23.75
IT00005713,PED00002337,SKU006,2,9.7,19.4
IT00005714,PED00002337,SKU004,2,8.11,16.21
IT00005715,PED00002338,SKU003,3,3.65,10.96
IT00005716,PED00002338,SKU001,2,6.23,12.45
IT00005717,PED00002339,SKU011,2,17.1,34.2
IT00005718,PED00002339,SKU013,1,11.37,11.37
IT00005719,PED00002340,SKU003,3,3.84,11.51
IT00005720,PED00002340,SKU010,3,14.74,44.22
IT00005721,PED00002340,SKU008,2,18.07,36.14
IT00005722,PED00002341,SKU013,3,10.46,31.38
IT00005723,PED00002341,SKU005,3,8.23,24.69
IT00005724,PED00002342,SKU014,1,7.86,7.86
IT00005725,PED00002342,SKU007,2,12.51,25.01
IT00005726,PED00002342,SKU014,1,7.14,7.14
IT00005727,PED00002343,SKU010,12,14.94,179.27
IT00005728,PED00002344,SKU011,12,16.28,195.32
IT00005729,PED00002344,SKU009,3,19.21,57.64
IT00005730,PED00002345,SKU004,1,8.03,8.03
IT00005731,PED00002345,SKU013,1,11.2,11.2
IT00005732,PED00002345,SKU012,1,12.41,12.41
IT00005733,PED00002345,SKU013,1,11.39,11.39
IT00005734,PED00002346,SKU011,2,16.47,32.95
IT00005735,PED00002346,SKU003,2,3.86,7.72
IT00005736,PED00002346,SKU014,3,7.32,21.97
IT00005737,PED00002346,SKU005,3,8.35,25.04
IT00005738,PED00002347,SKU009,1,19.98,19.98
IT00005739,PED00002348,SKU006,2,9.51,19.03
IT00005740,PED00002348,SKU009,6,20.01,120.07
IT00005741,PED00002348,SKU011,6,16.48,98.87
IT00005742,PED00002349,SKU007,2,13.33,26.65
IT00005743,PED00002349,SKU013,3,10.78,32.34
IT00005744,PED00002349,SKU006,1,9.62,9.62
IT00005745,PED00002350,SKU013,6,11.11,66.66
IT00005746,PED00002351,SKU011,2,16.15,32.3
IT00005747,PED00002351,SKU006,1,10.36,10.36
IT00005748,PED00002352,SKU015,3,6.85,20.55
IT00005749,PED00002352,SKU010,1,14.68,14.68
IT00005750,PED00002353,SKU002,3,4.03,12.09
IT00005751,PED00002353,SKU013,1,11.42,11.42
IT00005752,PED00002354,SKU012,2,12.11,24.23
IT00005753,PED00002354,SKU015,3,6.8,20.41
IT00005754,PED00002355,SKU015,2,7.14,14.28
IT00005755,PED00002355,SKU006,1,9.88,9.88
IT00005756,PED00002356,SKU008,2,19.66,39.32
IT00005757,PED00002356,SKU002,3,4.38,13.13
IT00005758,PED00002357,SKU004,1,7.65,7.65
IT00005759,PED00002357,SKU010,1,15.32,15.32
IT00005760,PED00002358,SKU006,1,9.72,9.72
IT00005761,PED00002358,SKU010,1,14.49,14.49
IT00005762,PED00002359,SKU010,1,15.55,15.55
IT00005763,PED00002360,SKU015,6,7.02,42.11
IT00005764,PED00002360,SKU001,2,6.82,13.65
IT00005765,PED00002361,SKU009,2,20.16,40.31
IT00005766,PED00002361,SKU011,2,16.75,33.5
IT00005767,PED00002362,SKU010,6,14.83,89.0
IT00005768,PED00002362,SKU010,3,14.92,44.77
IT00005769,PED00002363,SKU008,2,18.57,37.14
IT00005770,PED00002363,SKU006,12,10.19,122.26
IT00005771,PED00002363,SKU013,1,11.06,11.06
IT00005772,PED00002364,SKU012,12,12.23,146.7
IT00005773,PED00002364,SKU001,3,6.19,18.56
IT00005774,PED00002364,SKU008,3,19.3,57.89
IT00005775,PED00002364,SKU012,6,11.79,70.72
IT00005776,PED00002365,SKU011,1,16.25,16.25
IT00005777,PED00002365,SKU008,1,18.82,18.82
IT00005778,PED00002365,SKU006,1,9.95,9.95
IT00005779,PED00002366,SKU010,3,15.42,46.25
IT00005780,PED00002366,SKU008,3,19.81,59.43
IT00005781,PED00002366,SKU011,2,15.69,31.37
IT00005782,PED00002367,SKU008,1,18.94,18.94
IT00005783,PED00002367,SKU014,3,7.4,22.21
IT00005784,PED00002367,SKU013,2,11.12,22.23
IT00005785,PED00002368,SKU002,1,4.22,4.22
IT00005786,PED00002369,SKU013,1,10.67,10.67
IT00005787,PED00002369,SKU012,2,11.67,23.35
IT00005788,PED00002369,SKU004,2,7.88,15.77
IT00005789,PED00002369,SKU001,6,6.45,38.71
IT00005790,PED00002370,SKU009,1,20.62,20.62
IT00005791,PED00002370,SKU013,6,10.92,65.5
IT00005792,PED00002370,SKU002,2,4.06,8.12
IT00005793,PED00002371,SKU006,2,9.65,19.29
IT00005794,PED00002371,SKU015,3,6.78,20.34
IT00005795,PED00002372,SKU012,6,12.2,73.18
IT00005796,PED00002373,SKU003,1,3.79,3.79
IT00005797,PED00002373,SKU005,3,8.74,26.22
IT00005798,PED00002374,SKU008,3,19.72,59.17
IT00005799,PED00002375,SKU002,1,4.14,4.14
IT00005800,PED00002375,SKU007,12,12.37,148.44
IT00005801,PED00002375,SKU011,1,16.84,16.84
IT00005802,PED00002375,SKU008,3,18.63,55.89
IT00005803,PED00002376,SKU007,6,12.99,77.95
IT00005804,PED00002376,SKU011,1,16.75,16.75
IT00005805,PED00002377,SKU009,6,20.74,124.42
IT00005806,PED00002377,SKU004,3,7.82,23.45
IT00005807,PED00002377,SKU009,1,19.49,19.49
IT00005808,PED00002378,SKU004,1,8.12,8.12
IT00005809,PED00002378,SKU013,1,11.06,11.06
IT00005810,PED00002378,SKU003,1,3.86,3.86
IT00005811,PED00002379,SKU001,1,6.31,6.31
IT00005812,PED00002380,SKU008,3,19.55,58.64
IT00005813,PED00002380,SKU002,1,4.28,4.28
IT00005814,PED00002380,SKU007,1,12.82,12.82
IT00005815,PED00002381,SKU007,12,13.49,161.91
IT00005816,PED00002382,SKU009,1,19.01,19.01
IT00005817,PED00002382,SKU007,1,12.59,12.59
IT00005818,PED00002382,SKU007,2,12.45,24.91
IT00005819,PED00002383,SKU007,1,13.37,13.37
IT00005820,PED00002383,SKU013,3,11.32,33.96
IT00005821,PED00002384,SKU009,3,19.8,59.41
IT00005822,PED00002384,SKU008,6,19.19,115.12
IT00005823,PED00002384,SKU002,3,4.32,12.95
IT00005824,PED00002385,SKU008,1,18.74,18.74
IT00005825,PED00002385,SKU001,6,6.35,38.07
IT00005826,PED00002385,SKU002,2,4.17,8.34
IT00005827,PED00002386,SKU005,3,8.39,25.17
IT00005828,PED00002386,SKU002,3,4.34,13.03
IT00005829,PED00002386,SKU013,6,11.27,67.59
IT00005830,PED00002387,SKU013,2,10.56,21.13
IT00005831,PED00002387,SKU004,2,8.24,16.48
IT00005832,PED00002387,SKU012,1,12.37,12.37
IT00005833,PED00002388,SKU015,1,7.1,7.1
IT00005834,PED00002388,SKU007,3,12.5,37.5
IT00005835,PED00002388,SKU004,1,7.76,7.76
IT00005836,PED00002388,SKU006,2,9.96,19.91
IT00005837,PED00002389,SKU014,1,7.63,7.63
IT00005838,PED00002389,SKU005,6,8.82,52.89
IT00005839,PED00002390,SKU015,1,7.16,7.16
IT00005840,PED00002391,SKU011,1,16.7,16.7
IT00005841,PED00002392,SKU007,1,12.83,12.83
IT00005842,PED00002393,SKU005,3,8.53,25.6
IT00005843,PED00002393,SKU008,3,18.82,56.46
IT00005844,PED00002393,SKU005,2,8.2,16.41
IT00005845,PED00002394,SKU003,12,3.93,47.1
IT00005846,PED00002394,SKU013,6,10.8,64.8
IT00005847,PED00002394,SKU005,3,8.59,25.76
IT00005848,PED00002394,SKU015,1,7.03,7.03
IT00005849,PED00002395,SKU002,6,4.29,25.73
IT00005850,PED00002396,SKU004,1,7.59,7.59
IT00005851,PED00002396,SKU006,3,10.06,30.19
IT00005852,PED00002396,SKU015,3,6.91,20.73
IT00005853,PED00002397,SKU010,1,14.94,14.94
IT00005854,PED00002398,SKU015,1,6.89,6.89
IT00005855,PED00002398,SKU015,1,6.89,6.89
IT00005856,PED00002398,SKU005,6,8.81,52.84
IT00005857,PED00002398,SKU010,6,14.19,85.12
IT00005858,PED00002399,SKU001,12,6.44,77.3
IT00005859,PED00002399,SKU011,1,15.91,15.91
IT00005860,PED00002400,SKU014,12,7.44,89.34
IT00005861,PED00002400,SKU011,1,16.98,16.98
IT00005862,PED00002400,SKU004,1,8.26,8.26
IT00005863,PED00002401,SKU015,3,6.83,20.48
IT00005864,PED00002401,SKU012,3,11.93,35.78
IT00005865,PED00002401,SKU001,2,6.57,13.15
IT00005866,PED00002402,SKU007,2,13.24,26.48
IT00005867,PED00002402,SKU009,6,20.25,121.47
IT00005868,PED00002403,SKU005,3,8.57,25.7
IT00005869,PED00002404,SKU007,3,12.88,38.63
IT00005870,PED00002404,SKU011,1,16.75,16.75
IT00005871,PED00002405,SKU010,1,14.5,14.5
IT00005872,PED00002405,SKU008,1,18.18,18.18
IT00005873,PED00002405,SKU006,6,9.56,57.34
IT00005874,PED00002405,SKU013,6,10.54,63.26
IT00005875,PED00002406,SKU009,3,20.59,61.76
IT00005876,PED00002406,SKU005,2,8.83,17.65
IT00005877,PED00002406,SKU005,1,8.15,8.15
IT00005878,PED00002407,SKU010,1,15.62,15.62
IT00005879,PED00002407,SKU013,2,10.79,21.58
IT00005880,PED00002407,SKU010,6,14.52,87.1
IT00005881,PED00002407,SKU014,2,7.86,15.72
IT00005882,PED00002408,SKU008,3,19.79,59.36
IT00005883,PED00002408,SKU010,2,15.25,30.49
IT00005884,PED00002408,SKU002,2,4.05,8.1
IT00005885,PED00002408,SKU011,6,16.98,101.91
IT00005886,PED00002409,SKU007,2,12.6,25.19
IT00005887,PED00002409,SKU002,1,4.12,4.12
IT00005888,PED00002410,SKU013,12,10.41,124.97
IT00005889,PED00002410,SKU010,1,15.63,15.63
IT00005890,PED00002410,SKU012,1,12.21,12.21
IT00005891,PED00002410,SKU007,6,12.55,75.28
IT00005892,PED00002410,SKU002,2,4.11,8.23
IT00005893,PED00002411,SKU005,1,8.86,8.86
IT00005894,PED00002411,SKU005,1,8.72,8.72
IT00005895,PED00002411,SKU010,3,15.01,45.02
IT00005896,PED00002412,SKU006,1,9.82,9.82
IT00005897,PED00002412,SKU004,2,7.8,15.59
IT00005898,PED00002413,SKU015,12,7.1,85.15
IT00005899,PED00002414,SKU004,2,7.86,15.71
IT00005900,PED00002415,SKU008,6,19.13,114.81
IT00005901,PED00002416,SKU010,3,15.41,46.24
IT00005902,PED00002416,SKU009,2,20.33,40.65
IT00005903,PED00002416,SKU007,6,12.97,77.82
IT00005904,PED00002416,SKU004,1,8.27,8.27
IT00005905,PED00002417,SKU005,12,8.83,105.95
IT00005906,PED00002417,SKU007,2,12.35,24.7
IT00005907,PED00002417,SKU011,6,16.41,98.44
IT00005908,PED00002417,SKU015,3,7.17,21.52
IT00005909,PED00002418,SKU011,1,16.26,16.26
IT00005910,PED00002418,SKU012,6,11.53,69.2
IT00005911,PED00002418,SKU001,6,6.6,39.58
IT00005912,PED00002418,SKU013,1,10.89,10.89
IT00005913,PED00002419,SKU008,1,18.37,18.37
IT00005914,PED00002419,SKU002,3,4.21,12.63
IT00005915,PED00002419,SKU014,3,7.47,22.4
IT00005916,PED00002420,SKU010,1,15.31,15.31
IT00005917,PED00002421,SKU008,2,19.77,39.54
IT00005918,PED00002421,SKU014,1,7.22,7.22
IT00005919,PED00002421,SKU014,1,7.33,7.33
IT00005920,PED00002421,SKU012,1,12.45,12.45
IT00005921,PED00002422,SKU003,1,3.9,3.9
IT00005922,PED00002422,SKU003,1,3.97,3.97
IT00005923,PED00002422,SKU001,3,6.76,20.27
IT00005924,PED00002422,SKU015,1,7.07,7.07
IT00005925,PED00002423,SKU006,1,10.1,10.1
IT00005926,PED00002423,SKU010,1,14.57,14.57
IT00005927,PED00002423,SKU012,2,11.68,23.37
IT00005928,PED00002424,SKU007,3,12.6,37.81
IT00005929,PED00002424,SKU013,1,10.82,10.82
IT00005930,PED00002425,SKU011,3,16.73,50.2
IT00005931,PED00002425,SKU012,6,11.59,69.56
IT00005932,PED00002425,SKU002,3,3.99,11.98
IT00005933,PED00002425,SKU008,2,19.56,39.11
IT00005934,PED00002426,SKU004,12,7.72,92.66
IT00005935,PED00002426,SKU012,3,12.06,36.18
IT00005936,PED00002426,SKU005,3,8.49,25.47
IT00005937,PED00002427,SKU013,3,10.39,31.18
IT00005938,PED00002427,SKU011,2,16.95,33.9
IT00005939,PED00002428,SKU001,3,6.31,18.94
IT00005940,PED00002428,SKU001,1,6.66,6.66
IT00005941,PED00002429,SKU006,3,10.06,30.17
IT00005942,PED00002429,SKU006,1,9.75,9.75
IT00005943,PED00002429,SKU015,2,6.9,13.8
IT00005944,PED00002430,SKU011,6,16.15,96.9
IT00005945,PED00002430,SKU007,6,12.38,74.26
IT00005946,PED00002430,SKU010,1,14.56,14.56
IT00005947,PED00002431,SKU009,12,20.89,250.67
IT00005948,PED00002431,SKU012,3,11.77,35.32
IT00005949,PED00002431,SKU013,1,11.19,11.19
IT00005950,PED00002432,SKU014,6,7.28,43.69
IT00005951,PED00002433,SKU009,6,20.78,124.69
IT00005952,PED00002433,SKU015,2,6.85,13.7
IT00005953,PED00002433,SKU012,2,11.44,22.89
IT00005954,PED00002433,SKU005,1,8.31,8.31
IT00005955,PED00002434,SKU005,1,8.74,8.74
IT00005956,PED00002434,SKU011,6,16.87,101.2
IT00005957,PED00002435,SKU002,3,4.25,12.75
IT00005958,PED00002435,SKU003,1,3.98,3.98
IT00005959,PED00002436,SKU006,3,10.14,30.41
IT00005960,PED00002436,SKU009,2,20.11,40.23
IT00005961,PED00002436,SKU012,3,11.78,35.33
IT00005962,PED00002437,SKU007,12,13.27,159.21
IT00005963,PED00002437,SKU002,1,4.05,4.05
IT00005964,PED00002437,SKU004,1,7.59,7.59
IT00005965,PED00002438,SKU011,1,17.11,17.11
IT00005966,PED00002438,SKU007,12,12.61,151.38
IT00005967,PED00002438,SKU009,6,20.52,123.13
IT00005968,PED00002438,SKU012,3,11.43,34.28
IT00005969,PED00002439,SKU006,6,10.26,61.54
IT00005970,PED00002439,SKU008,1,19.41,19.41
IT00005971,PED00002440,SKU009,1,20.13,20.13
IT00005972,PED00002440,SKU002,1,4.4,4.4
IT00005973,PED00002441,SKU004,2,7.8,15.6
IT00005974,PED00002441,SKU010,1,15.53,15.53
IT00005975,PED00002441,SKU014,2,7.33,14.65
IT00005976,PED00002441,SKU010,2,15.33,30.65
IT00005977,PED00002442,SKU002,1,4.32,4.32
IT00005978,PED00002442,SKU008,1,18.43,18.43
IT00005979,PED00002443,SKU001,1,6.33,6.33
IT00005980,PED00002443,SKU006,1,10.34,10.34
IT00005981,PED00002443,SKU009,1,19.31,19.31
IT00005982,PED00002443,SKU005,2,8.16,16.32
IT00005983,PED00002443,SKU002,3,4.0,12.0
IT00005984,PED00002444,SKU005,2,8.58,17.16
IT00005985,PED00002444,SKU009,3,20.82,62.46
IT00005986,PED00002444,SKU009,2,19.61,39.22
IT00005987,PED00002444,SKU008,1,18.66,18.66
IT00005988,PED00002445,SKU011,6,15.78,94.65
IT00005989,PED00002445,SKU015,3,6.83,20.5
IT00005990,PED00002446,SKU006,3,9.43,28.29
IT00005991,PED00002446,SKU004,2,8.08,16.16
IT00005992,PED00002446,SKU014,1,7.64,7.64
IT00005993,PED00002447,SKU002,6,4.23,25.4
IT00005994,PED00002448,SKU014,1,7.86,7.86
IT00005995,PED00002448,SKU005,1,8.44,8.44
IT00005996,PED00002449,SKU010,3,14.19,42.57
IT00005997,PED00002449,SKU012,6,11.76,70.58
IT00005998,PED00002449,SKU015,6,6.99,41.91
IT00005999,PED00002449,SKU002,1,4.33,4.33
IT00006000,PED00002450,SKU010,1,14.5,14.5
IT00006001,PED00002450,SKU012,12,11.69,140.24
IT00006002,PED00002450,SKU015,12,6.62,79.48
IT00006003,PED00002451,SKU012,3,12.23,36.7
IT00006004,PED00002451,SKU014,3,7.32,21.97
IT00006005,PED00002451,SKU003,1,3.73,3.73
IT00006006,PED00002451,SKU001,6,6.59,39.53
IT00006007,PED00002451,SKU015,1,7.17,7.17
IT00006008,PED00002452,SKU007,3,13.29,39.86
IT00006009,PED00002453,SKU005,6,8.37,50.23
IT00006010,PED00002453,SKU011,2,16.31,32.63
IT00006011,PED00002453,SKU008,1,18.09,18.09
IT00006012,PED00002454,SKU001,1,6.64,6.64
IT00006013,PED00002454,SKU005,6,8.29,49.73
IT00006014,PED00002454,SKU008,2,19.45,38.9
IT00006015,PED00002454,SKU005,3,8.53,25.59
IT00006016,PED00002455,SKU003,1,3.77,3.77
IT00006017,PED00002455,SKU002,12,4.21,50.55
IT00006018,PED00002456,SKU007,2,13.13,26.27
IT00006019,PED00002456,SKU006,1,10.07,10.07
IT00006020,PED00002456,SKU006,2,10.0,20.0
IT00006021,PED00002457,SKU005,2,8.76,17.52
IT00006022,PED00002457,SKU014,3,7.67,23.0
