pedido_id,cliente_id,loja_id,criado_em,status,subtotal,taxa_entrega,total,canal
PED00002773,CLI01152,LJ11,2025-10-05T13:14:21,PAGO,24.05,6.82,30.87,APP_IOS
PED00002774,CLI00609,LJ09,2025-10-05T22:24:37,PAGO,29.67,11.71,41.38,APP_IOS
PED00002775,CLI00944,LJ10,2025-10-05T21:08:25,PAGO,16.18,8.19,24.37,APP_ANDROID
PED00002776,CLI01654,LJ06,2025-10-05T10:21:26,PAGO,56.81,9.52,66.33,APP_ANDROID
PED00002777,CLI01777,LJ10,2025-10-05T17:55:50,PAGO,22.25,5.74,27.99,APP_IOS
PED00002778,CLI01717,LJ02,2025-10-05T21:54:15,PAGO,25.84,10.03,35.87,APP_IOS
PED00002779,CLI01122,LJ07,2025-10-05T11:08:52,PAGO,40.31,10.32,50.63,APP_ANDROID
PED00002780,CLI01303,LJ05,2025-10-05T15:19:08,PAGO,18.7,6.33,25.03,APP_ANDROID
PED00002781,CLI01116,LJ11,2025-10-05T20:10:16,PAGO,45.22,6.61,51.83,APP_IOS
PED00002782,CLI00239,LJ11,2025-10-05T17:26:11,PAGO,143.21,8.21,151.42,APP_ANDROID
PED00002783,CLI01854,LJ05,2025-10-05T10:35:12,PAGO,21.11,8.4,29.51,APP_IOS
PED00002784,CLI00867,LJ08,2025-10-05T23:46:10,PAGO,47.59,10.68,58.27,WEB
PED00002785,CLI01450,LJ08,2025-10-05T23:29:12,PAGO,30.63,6.12,36.75,WEB
PED00002786,CLI01070,LJ12,2025-10-05T22:05:12,PAGO,269.5,10.73,280.23,APP_IOS
PED00002787,CLI00570,LJ05,2025-10-05T11:10:19,PAGO,174.36,7.59,181.95,APP_ANDROID
PED00002788,CLI01363,LJ11,2025-10-05T19:14:36,PAGO,174.9,6.38,181.28,APP_ANDROID
PED00002789,CLI00425,LJ12,2025-10-05T18:28:32,PAGO,119.62,10.21,129.83,APP_ANDROID
PED00002790,CLI01169,LJ06,2025-10-05T10:32:44,PENDENTE,48.02,5.04,53.06,APP_IOS
PED00002791,CLI01142,LJ07,2025-10-05T19:52:19,PAGO,80.75,9.34,90.09,APP_ANDROID
PED00002792,CLI01955,LJ11,2025-10-05T16:55:23,PAGO,55.36,7.33,62.69,APP_IOS
PED00002793,CLI01645,LJ11,2025-10-05T20:45:16,PAGO,12.05,10.25,22.3,APP_ANDROID
PED00002794,CLI00365,LJ11,2025-10-05T14:04:09,PAGO,110.39,6.86,117.25,APP_IOS
PED00002795,CLI00619,LJ08,2025-10-05T10:15:12,PAGO,18.83,5.16,23.99,APP_ANDROID
PED00002796,CLI00288,LJ07,2025-10-05T20:04:18,PENDENTE,43.54,8.35,51.89,APP_ANDROID
PED00002797,CLI00390,LJ02,2025-10-05T10:38:04,PAGO,69.02,11.94,80.96,APP_IOS
PED00002798,CLI00565,LJ10,2025-10-05T17:18:28,PAGO,57.65,7.03,64.68,APP_IOS
PED00002799,CLI00076,LJ08,2025-10-05T20:47:01,PAGO,19.95,5.76,25.71,APP_ANDROID
PED00002800,CLI01073,LJ01,2025-10-05T15:25:38,PAGO,44.49,10.06,54.55,APP_ANDROID
PED00002801,CLI01409,LJ02,2025-10-05T21:53:51,PAGO,63.28,5.51,68.79,APP_ANDROID
PED00002802,CLI01403,LJ04,2025-10-05T11:01:51,PAGO,73.65,8.11,81.76,APP_ANDROID
PED00002803,CLI00238,LJ05,2025-10-05T18:14:22,CANCELADO,24.36,5.36,29.72,APP_IOS
PED00002804,CLI00134,LJ06,2025-10-05T22:14:34,PAGO,9.48,9.97,19.45,APP_IOS
PED00002805,CLI01733,LJ02,2025-10-05T14:13:48,PAGO,4.03,11.0,15.03,APP_ANDROID
PED00002806,CLI01954,LJ12,2025-10-05T23:31:11,CANCELADO,39.16,6.02,45.18,APP_ANDROID
PED00002807,CLI00298,LJ06,2025-10-05T21:02:34,PAGO,28.68,10.03,38.71,APP_IOS
PED00002808,CLI01381,LJ10,2025-10-05T12:20:49,CANCELADO,133.3,11.61,144.91,WEB
PED00002809,CLI01715,LJ05,2025-10-05T22:03:01,PAGO,94.9,9.63,104.53,WEB
PED00002810,CLI00917,LJ05,2025-10-05T21:04:21,PAGO,121.04,6.7,127.74,WEB
PED00002811,CLI01721,LJ07,2025-10-05T14:35:04,PAGO,48.74,9.48,58.22,APP_IOS
PED00002812,CLI00304,LJ05,2025-10-05T13:01:47,PAGO,66.45,8.45,74.9,WEB
PED00002813,CLI00515,LJ01,2025-10-05T18:39:50,PAGO,59.83,7.49,67.32,WEB
PED00002814,CLI01376,LJ04,2025-10-05T22:27:24,PAGO,236.52,9.75,246.27,APP_ANDROID
PED00002815,CLI00119,LJ11,2025-10-05T18:58:55,PAGO,47.07,6.26,53.33,WEB
PED00002816,CLI00801,LJ08,2025-10-05T13:48:26,PAGO,61.23,7.43,68.66,APP_ANDROID
PED00002817,CLI01317,LJ08,2025-10-05T16:00:50,PAGO,117.31,9.26,126.57,WEB
PED00002818,CLI01282,LJ10,2025-10-05T12:23:03,PAGO,205.29,10.24,215.53,APP_IOS
PED00002819,CLI00433,LJ07,2025-10-05T11:25:03,PAGO,233.07,8.53,241.6,WEB
PED00002820,CLI01252,LJ09,2025-10-05T13:26:31,PAGO,57.74,8.35,66.09,APP_ANDROID
PED00002821,CLI01985,LJ12,2025-10-05T20:50:02,PAGO,89.82,5.37,95.19,WEB
PED00002822,CLI00074,LJ04,2025-10-05T19:03:13,PAGO,50.9,6.42,57.32,APP_ANDROID
PED00002823,CLI00509,LJ05,2025-10-05T20:44:31,PAGO,73.73,8.45,82.18,APP_IOS
PED00002824,CLI00007,LJ04,2025-10-05T20:09:51,PAGO,29.2,9.8,39.0,APP_IOS
PED00002825,CLI01002,LJ12,2025-10-05T18:34:51,PAGO,25.96,8.49,34.45,APP_ANDROID
PED00002826,CLI01835,LJ10,2025-10-05T10:17:14,PAGO,63.87,5.99,69.86,WEB
PED00002827,CLI01413,LJ08,2025-10-05T12:27:06,PAGO,62.56,10.95,73.51,WEB
PED00002828,CLI00729,LJ12,2025-10-05T15:37:09,CANCELADO,65.18,6.34,71.52,WEB
PED00002829,CLI00922,LJ05,2025-10-05T15:12:56,PAGO,6.53,8.9,15.43,APP_ANDROID
PED00002830,CLI00622,LJ05,2025-10-05T13:46:45,PAGO,59.78,7.38,67.16,WEB
PED00002831,CLI00907,LJ07,2025-10-05T22:13:06,PAGO,15.34,6.16,21.5,APP_ANDROID
PED00002832,CLI00322,LJ04,2025-10-05T14:25:46,PENDENTE,13.1,6.12,19.22,APP_ANDROID
PED00002833,CLI01681,LJ09,2025-10-05T19:26:02,PAGO,34.25,6.12,40.37,APP_ANDROID
PED00002834,CLI01736,LJ07,2025-10-05T15:35:08,PAGO,14.66,10.05,24.71,WEB
PED00002835,CLI01805,LJ10,2025-10-05T18:25:12,PAGO,136.66,9.24,145.9,APP_ANDROID
PED00002836,CLI00376,LJ11,2025-10-05T18:45:57,PAGO,94.27,5.12,99.39,WEB
PED00002837,CLI01266,LJ01,2025-10-05T22:18:45,PAGO,87.46,10.61,98.07,APP_IOS
PED00002838,CLI01658,LJ06,2025-10-05T11:11:38,PAGO,81.17,7.13,88.3,APP_ANDROID
PED00002839,CLI00297,LJ06,2025-10-05T10:29:51,CANCELADO,38.06,9.55,47.61,APP_IOS
PED00002840,CLI00908,LJ09,2025-10-05T16:28:28,PAGO,31.15,10.95,42.1,WEB
PED00002841,CLI01461,LJ01,2025-10-06T20:14:25,PAGO,28.78,7.49,36.27,APP_IOS
PED00002842,CLI00307,LJ10,2025-10-06T15:27:26,PAGO,151.23,7.39,158.62,APP_ANDROID
PED00002843,CLI01396,LJ06,2025-10-06T21:31:30,PAGO,21.75,5.18,26.93,WEB
PED00002844,CLI00671,LJ07,2025-10-06T20:32:50,PAGO,199.46,6.82,206.28,APP_IOS
PED00002845,CLI01561,LJ02,2025-10-06T14:22:07,PAGO,159.46,10.73,170.19,WEB
PED00002846,CLI00371,LJ10,2025-10-06T13:58:42,PAGO,36.78,6.64,43.42,APP_ANDROID
PED00002847,CLI01549,LJ10,2025-10-06T13:38:28,PAGO,19.11,9.05,28.16,APP_ANDROID
PED00002848,CLI01814,LJ05,2025-10-06T17:55:25,PAGO,110.62,9.25,119.87,APP_ANDROID
PED00002849,CLI01048,LJ09,2025-10-06T15:57:46,PAGO,263.11,9.34,272.45,WEB
PED00002850,CLI01125,LJ06,2025-10-06T14:17:55,PAGO,69.81,11.23,81.04,WEB
PED00002851,CLI01105,LJ12,2025-10-06T17:25:12,PAGO,201.47,7.39,208.86,APP_ANDROID
PED00002852,CLI00322,LJ02,2025-10-06T21:31:13,PAGO,22.72,9.89,32.61,APP_IOS
PED00002853,CLI00815,LJ07,2025-10-06T16:55:49,PAGO,70.71,9.04,79.75,WEB
PED00002854,CLI00353,LJ12,2025-10-06T11:32:08,PAGO,87.25,11.5,98.75,APP_ANDROID
PED00002855,CLI00210,LJ07,2025-10-06T23:28:05,PAGO,49.67,6.21,55.88,APP_ANDROID
PED00002856,CLI00113,LJ01,2025-10-06T22:39:12,PAGO,21.26,6.89,28.15,APP_ANDROID
PED00002857,CLI01975,LJ02,2025-10-06T15:56:20,PAGO,22.93,10.79,33.72,APP_ANDROID
PED00002858,CLI01602,LJ10,2025-10-06T10:28:52,PAGO,79.13,5.68,84.81,APP_ANDROID
PED00002859,CLI00641,LJ04,2025-10-06T18:12:12,PAGO,101.79,9.86,111.65,WEB
PED00002860,CLI01670,LJ12,2025-10-06T11:02:06,PAGO,128.0,8.3,136.3,APP_IOS
PED00002861,CLI00004,LJ06,2025-10-06T16:34:42,PAGO,57.11,7.15,64.26,APP_ANDROID
PED00002862,CLI01609,LJ07,2025-10-06T23:30:39,PAGO,71.88,9.06,80.94,APP_IOS
PED00002863,CLI01907,LJ04,2025-10-06T22:08:50,PAGO,95.61,6.92,102.53,WEB
PED00002864,CLI01549,LJ02,2025-10-06T11:39:53,PAGO,34.39,8.38,42.77,APP_IOS
PED00002865,CLI01030,LJ08,2025-10-06T12:55:07,PAGO,146.44,5.02,151.46,WEB
PED00002866,CLI01274,LJ06,2025-10-06T14:31:27,PAGO,44.8,5.22,50.02,APP_ANDROID
PED00002867,CLI01783,LJ07,2025-10-06T18:01:05,PAGO,86.68,6.3,92.98,WEB
PED00002868,CLI01864,LJ06,2025-10-06T14:36:21,PAGO,91.59,11.95,103.54,WEB
PED00002869,CLI01234,LJ02,2025-10-06T13:24:18,PAGO,174.99,10.5,185.49,APP_IOS
PED00002870,CLI01823,LJ02,2025-10-06T16:52:33,PAGO,184.28,7.1,191.38,WEB
PED00002871,CLI01342,LJ05,2025-10-06T19:31:13,PAGO,31.13,7.6,38.73,APP_ANDROID
PED00002872,CLI00735,LJ04,2025-10-06T12:50:49,PAGO,64.43,9.53,73.96,WEB
PED00002873,CLI00036,LJ05,2025-10-06T19:31:02,PAGO,33.02,6.47,39.49,WEB
PED00002874,CLI01828,LJ11,2025-10-06T17:48:50,PAGO,36.69,10.43,47.12,APP_IOS
PED00002875,CLI01020,LJ08,2025-10-06T20:01:39,PAGO,70.46,11.98,82.44,WEB
PED00002876,CLI01203,LJ03,2025-10-06T15:49:58,PAGO,112.08,6.07,118.15,APP_ANDROID
PED00002877,CLI00839,LJ10,2025-10-06T20:44:19,PAGO,32.31,11.83,44.14,WEB
PED00002878,CLI01893,LJ05,2025-10-06T10:20:03,PAGO,110.32,7.5,117.82,WEB
PED00002879,CLI01397,LJ04,2025-10-06T20:16:32,CANCELADO,24.22,6.16,30.38,APP_ANDROID
PED00002880,CLI01811,LJ04,2025-10-06T21:36:24,PAGO,81.77,11.38,93.15,APP_IOS
PED00002881,CLI00249,LJ06,2025-10-06T12:37:16,PAGO,85.59,5.95,91.54,WEB
PED00002882,CLI00270,LJ02,2025-10-06T16:52:50,PAGO,43.17,11.84,55.01,APP_IOS
PED00002883,CLI01188,LJ07,2025-10-06T15:23:40,PENDENTE,59.64,7.05,66.69,APP_ANDROID
PED00002884,CLI00359,LJ09,2025-10-06T10:47:31,PAGO,241.05,9.3,250.35,APP_IOS
PED00002885,CLI00332,LJ09,2025-10-06T20:04:27,PAGO,122.9,6.3,129.2,APP_ANDROID
PED00002886,CLI01953,LJ01,2025-10-06T23:23:37,PAGO,217.9,9.36,227.26,APP_ANDROID
PED00002887,CLI00288,LJ03,2025-10-06T11:30:12,PAGO,75.28,5.42,80.7,APP_IOS
PED00002888,CLI01265,LJ02,2025-10-06T20:59:29,PENDENTE,22.4,9.38,31.78,APP_ANDROID
PED00002889,CLI00501,LJ02,2025-10-07T14:23:48,PAGO,9.62,11.19,20.81,APP_ANDROID
PED00002890,CLI00033,LJ01,2025-10-07T11:07:13,PAGO,22.96,9.75,32.71,WEB
PED00002891,CLI00688,LJ11,2025-10-07T19:08:47,PAGO,31.85,8.26,40.11,WEB
PED00002892,CLI01255,LJ10,2025-10-07T21:33:59,PAGO,38.45,10.46,48.91,APP_IOS
PED00002893,CLI00032,LJ08,2025-10-07T21:27:50,PAGO,50.76,5.79,56.55,APP_IOS
PED00002894,CLI01023,LJ06,2025-10-07T10:42:49,PAGO,6.27,10.9,17.17,APP_ANDROID
PED00002895,CLI01500,LJ05,2025-10-07T12:08:44,PAGO,22.48,7.84,30.32,APP_IOS
PED00002896,CLI01513,LJ10,2025-10-07T20:30:19,PAGO,73.29,8.46,81.75,APP_ANDROID
PED00002897,CLI01871,LJ04,2025-10-07T17:07:20,PAGO,80.4,7.0,87.4,APP_ANDROID
PED00002898,CLI00914,LJ02,2025-10-07T22:17:29,PAGO,37.21,5.46,42.67,APP_ANDROID
PED00002899,CLI00572,LJ01,2025-10-07T10:09:46,PAGO,108.43,10.78,119.21,APP_ANDROID
PED00002900,CLI00587,LJ05,2025-10-07T18:48:25,PAGO,74.2,7.07,81.27,APP_ANDROID
PED00002901,CLI00898,LJ09,2025-10-07T21:18:23,PAGO,73.29,10.81,84.1,WEB
PED00002902,CLI01015,LJ06,2025-10-07T23:18:07,PAGO,90.32,8.22,98.54,WEB
PED00002903,CLI01315,LJ01,2025-10-07T23:19:40,PAGO,26.94,6.84,33.78,APP_IOS
PED00002904,CLI01204,LJ03,2025-10-07T11:40:11,PAGO,133.29,10.96,144.25,APP_IOS
PED00002905,CLI01300,LJ09,2025-10-07T15:27:20,PAGO,71.47,6.08,77.55,APP_IOS
PED00002906,CLI00150,LJ01,2025-10-07T16:18:57,PAGO,7.34,5.43,12.77,WEB
PED00002907,CLI01052,LJ08,2025-10-07T16:03:39,PAGO,127.84,5.01,132.85,WEB
PED00002908,CLI01831,LJ10,2025-10-07T16:58:40,PAGO,97.49,5.51,103.0,WEB
PED00002909,CLI01628,LJ11,2025-10-07T12:02:34,PAGO,32.61,6.31,38.92,APP_ANDROID
PED00002910,CLI00646,LJ02,2025-10-07T19:24:30,PAGO,29.32,8.01,37.33,APP_IOS
PED00002911,CLI01391,LJ04,2025-10-07T14:57:11,PAGO,72.01,8.2,80.21,APP_IOS
PED00002912,CLI00520,LJ10,2025-10-07T19:55:21,CANCELADO,40.66,11.21,51.87,WEB
PED00002913,CLI00965,LJ11,2025-10-07T23:33:28,PENDENTE,114.67,6.56,121.23,APP_IOS
PED00002914,CLI01012,LJ06,2025-10-07T10:17:18,PAGO,126.59,9.99,136.58,APP_ANDROID
PED00002915,CLI00666,LJ11,2025-10-07T14:08:29,PAGO,28.48,5.85,34.33,APP_ANDROID
PED00002916,CLI01519,LJ07,2025-10-07T19:53:47,PAGO,122.37,9.54,131.91,APP_ANDROID
PED00002917,CLI01203,LJ12,2025-10-07T10:48:50,PAGO,34.37,7.31,41.68,APP_IOS
PED00002918,CLI00487,LJ08,2025-10-07T23:11:48,PAGO,67.32,5.6,72.92,WEB
PED00002919,CLI00656,LJ07,2025-10-07T21:15:11,PAGO,87.64,6.2,93.84,APP_ANDROID
PED00002920,CLI00831,LJ10,2025-10-07T14:08:48,PAGO,78.1,7.62,85.72,APP_ANDROID
PED00002921,CLI01768,LJ06,2025-10-07T23:33:57,PAGO,149.92,5.79,155.71,WEB
PED00002922,CLI00850,LJ09,2025-10-07T16:24:41,PAGO,22.26,6.3,28.56,APP_IOS
PED00002923,CLI00028,LJ10,2025-10-07T13:44:26,PAGO,114.75,8.92,123.67,APP_IOS
PED00002924,CLI01642,LJ02,2025-10-07T14:09:43,PAGO,84.06,11.12,95.18,APP_ANDROID
PED00002925,CLI01686,LJ07,2025-10-07T21:56:08,PAGO,111.15,8.3,119.45,WEB
PED00002926,CLI01253,LJ09,2025-10-07T11:40:58,PAGO,204.14,10.06,214.2,APP_ANDROID
PED00002927,CLI01593,LJ05,2025-10-07T15:53:08,PAGO,19.61,9.94,29.55,APP_IOS
PED00002928,CLI00209,LJ06,2025-10-07T15:15:09,PAGO,118.45,5.6,124.05,WEB
PED00002929,CLI00865,LJ01,2025-10-07T18:25:11,PAGO,54.23,10.69,64.92,APP_IOS
PED00002930,CLI01696,LJ08,2025-10-07T15:54:09,PAGO,60.8,5.6,66.4,APP_IOS
PED00002931,CLI00318,LJ04,2025-10-07T21:36:07,PAGO,100.26,7.55,107.81,APP_IOS
PED00002932,CLI00887,LJ10,2025-10-07T21:42:54,PAGO,100.02,9.1,109.12,APP_ANDROID
PED00002933,CLI00283,LJ04,2025-10-07T16:17:19,PAGO,31.47,6.76,38.23,APP_IOS
PED00002934,CLI01745,LJ07,2025-10-07T12:27:12,PAGO,14.99,6.3,21.29,APP_ANDROID
PED00002935,CLI01660,LJ12,2025-10-07T22:37:53,PAGO,163.6,10.1,173.7,APP_ANDROID
PED00002936,CLI00482,LJ03,2025-10-07T17:06:01,PAGO,41.64,9.7,51.34,APP_ANDROID
PED00002937,CLI01427,LJ08,2025-10-07T11:38:43,PENDENTE,205.04,11.62,216.66,APP_IOS
PED00002938,CLI00993,LJ07,2025-10-07T18:36:09,PAGO,74.56,11.63,86.19,WEB
PED00002939,CLI00699,LJ09,2025-10-07T21:02:11,CANCELADO,296.3,6.23,302.53,APP_ANDROID
PED00002940,CLI01223,LJ10,2025-10-07T13:06:58,PAGO,26.22,10.51,36.73,APP_ANDROID
PED00002941,CLI01739,LJ07,2025-10-07T11:27:06,PAGO,8.46,5.14,13.6,WEB
PED00002942,CLI00784,LJ08,2025-10-07T11:08:31,PAGO,162.72,6.22,168.94,APP_ANDROID
PED00002943,CLI01754,LJ01,2025-10-07T20:43:24,PAGO,38.44,8.01,46.45,WEB
PED00002944,CLI01321,LJ07,2025-10-07T17:35:59,PAGO,48.36,5.1,53.46,APP_IOS
PED00002945,CLI01308,LJ06,2025-10-08T15:15:56,PAGO,174.09,7.65,181.74,APP_ANDROID
PED00002946,CLI00857,LJ10,2025-10-08T20:03:37,PAGO,89.8,9.74,99.54,APP_IOS
PED00002947,CLI01324,LJ06,2025-10-08T12:32:48,PAGO,7.99,7.99,15.98,WEB
PED00002948,CLI00416,LJ06,2025-10-08T18:44:43,PAGO,65.95,10.61,76.56,WEB
PED00002949,CLI01460,LJ11,2025-10-08T21:17:14,PAGO,30.14,11.76,41.9,APP_ANDROID
PED00002950,CLI01977,LJ11,2025-10-08T15:38:48,PAGO,77.21,9.02,86.23,APP_ANDROID
PED00002951,CLI00684,LJ06,2025-10-08T21:40:17,PAGO,122.64,11.37,134.01,APP_ANDROID
PED00002952,CLI01188,LJ07,2025-10-08T17:53:24,PAGO,290.14,11.94,302.08,APP_IOS
PED00002953,CLI01887,LJ08,2025-10-08T16:24:59,PAGO,224.22,9.93,234.15,APP_ANDROID
PED00002954,CLI01273,LJ05,2025-10-08T10:31:10,PAGO,198.41,5.62,204.03,WEB
PED00002955,CLI00009,LJ03,2025-10-08T19:44:22,PAGO,132.98,11.99,144.97,APP_ANDROID
PED00002956,CLI01033,LJ04,2025-10-08T21:39:01,PAGO,69.61,8.91,78.52,APP_ANDROID
PED00002957,CLI00702,LJ02,2025-10-08T19:58:02,PAGO,31.95,7.96,39.91,APP_IOS
PED00002958,CLI01355,LJ12,2025-10-08T14:51:37,PAGO,73.75,8.4,82.15,APP_ANDROID
PED00002959,CLI00418,LJ05,2025-10-08T21:43:41,PAGO,119.34,11.83,131.17,WEB
PED00002960,CLI00189,LJ07,2025-10-08T20:01:56,PAGO,43.63,11.5,55.13,APP_ANDROID
PED00002961,CLI00233,LJ11,2025-10-08T11:42:51,PAGO,54.86,11.21,66.07,WEB
PED00002962,CLI01578,LJ11,2025-10-08T12:51:53,PAGO,106.42,5.45,111.87,APP_IOS
PED00002963,CLI00715,LJ05,2025-10-08T22:28:44,PAGO,186.02,6.1,192.12,WEB
PED00002964,CLI00118,LJ04,2025-10-08T11:30:40,PAGO,9.45,9.5,18.95,WEB
PED00002965,CLI01572,LJ08,2025-10-08T12:33:57,PAGO,77.92,5.17,83.09,WEB
PED00002966,CLI00437,LJ09,2025-10-08T12:28:24,PENDENTE,62.4,7.1,69.5,APP_ANDROID
PED00002967,CLI00483,LJ09,2025-10-08T15:35:22,PAGO,79.37,7.55,86.92,APP_ANDROID
PED00002968,CLI01128,LJ05,2025-10-08T17:38:09,PAGO,35.05,5.1,40.15,APP_IOS
PED00002969,CLI00211,LJ12,2025-10-08T20:28:29,PAGO,44.37,11.73,56.1,APP_IOS
PED00002970,CLI00217,LJ12,2025-10-08T10:14:40,PAGO,69.15,9.17,78.32,APP_ANDROID
PED00002971,CLI01812,LJ02,2025-10-08T12:27:13,PAGO,123.09,6.11,129.2,APP_IOS
PED00002972,CLI00895,LJ09,2025-10-08T19:39:11,PAGO,16.32,6.46,22.78,APP_ANDROID
PED00002973,CLI01151,LJ03,2025-10-08T20:39:23,PENDENTE,60.59,5.53,66.12,APP_ANDROID
PED00002974,CLI01559,LJ08,2025-10-08T16:54:12,PAGO,167.23,11.37,178.6,APP_ANDROID
PED00002975,CLI01841,LJ11,2025-10-08T15:43:31,PAGO,8.7,11.59,20.29,APP_IOS
PED00002976,CLI01892,LJ05,2025-10-08T23:21:04,PAGO,20.04,6.84,26.88,WEB
PED00002977,CLI00095,LJ12,2025-10-08T18:03:50,PAGO,175.24,7.6,182.84,WEB
PED00002978,CLI00292,LJ08,2025-10-08T15:00:54,PAGO,94.22,6.22,100.44,WEB
PED00002979,CLI01434,LJ07,2025-10-08T23:08:57,PAGO,52.5,8.3,60.8,APP_IOS
PED00002980,CLI00270,LJ11,2025-10-08T19:21:17,PAGO,49.83,10.85,60.68,WEB
PED00002981,CLI00888,LJ10,2025-10-08T15:14:22,CANCELADO,114.1,9.0,123.1,APP_IOS
PED00002982,CLI00135,LJ09,2025-10-08T11:31:42,PAGO,88.47,8.8,97.27,WEB
PED00002983,CLI00645,LJ11,2025-10-08T10:18:43,PENDENTE,69.05,11.74,80.79,APP_IOS
PED00002984,CLI01264,LJ08,2025-10-08T15:49:33,PAGO,78.0,6.31,84.31,WEB
PED00002985,CLI00657,LJ05,2025-10-08T19:02:53,PAGO,19.02,5.85,24.87,APP_IOS
PED00002986,CLI00758,LJ08,2025-10-08T22:29:00,PENDENTE,186.58,10.32,196.9,APP_IOS
PED00002987,CLI00538,LJ09,2025-10-08T13:24:54,PAGO,391.79,10.74,402.53,APP_ANDROID
PED00002988,CLI01225,LJ01,2025-10-08T16:56:01,PAGO,59.21,9.37,68.58,APP_ANDROID
PED00002989,CLI01196,LJ02,2025-10-08T15:49:30,PAGO,71.86,6.43,78.29,APP_ANDROID
PED00002990,CLI01424,LJ12,2025-10-08T14:37:44,PAGO,153.76,9.82,163.58,WEB
PED00002991,CLI01477,LJ04,2025-10-08T13:50:30,PAGO,225.54,6.01,231.55,WEB
PED00002992,CLI00492,LJ04,2025-10-08T21:32:31,PAGO,74.71,5.99,80.7,APP_IOS
PED00002993,CLI00602,LJ11,2025-10-08T23:45:15,PAGO,39.22,8.93,48.15,APP_ANDROID
PED00002994,CLI00975,LJ02,2025-10-08T22:48:02,PAGO,163.69,10.61,174.3,WEB
PED00002995,CLI01745,LJ11,2025-10-08T22:06:15,PAGO,86.45,7.32,93.77,WEB
PED00002996,CLI00457,LJ04,2025-10-08T15:33:07,PAGO,17.1,11.69,28.79,WEB
PED00002997,CLI01133,LJ06,2025-10-08T14:25:11,PAGO,21.72,5.74,27.46,APP_IOS
PED00002998,CLI01720,LJ11,2025-10-08T16:27:18,PAGO,124.49,5.31,129.8,APP_IOS
PED00002999,CLI00525,LJ10,2025-10-08T16:34:58,PAGO,164.43,6.95,171.38,WEB
PED00003000,CLI00604,LJ08,2025-10-08T23:09:42,PAGO,19.53,11.94,31.47,WEB
PED00003001,CLI00844,LJ04,2025-10-08T19:16:37,PAGO,21.81,10.61,32.42,APP_ANDROID
PED00003002,CLI01635,LJ05,2025-10-08T21:20:10,PAGO,88.99,6.61,95.6,APP_IOS
PED00003003,CLI00975,LJ09,2025-10-08T14:09:04,PAGO,131.48,8.39,139.87,APP_IOS
PED00003004,CLI01512,LJ02,2025-10-08T15:16:53,PAGO,58.33,8.69,67.02,APP_IOS
PED00003005,CLI00382,LJ05,2025-10-08T17:08:11,PAGO,185.99,6.13,192.12,WEB
PED00003006,CLI01360,LJ11,2025-10-08T18:57:31,CANCELADO,30.35,11.77,42.12,APP_ANDROID
PED00003007,CLI00749,LJ06,2025-10-08T20:59:34,PAGO,116.92,10.09,127.01,WEB
PED00003008,CLI01155,LJ12,2025-10-08T21:37:33,PENDENTE,71.11,8.92,80.03,APP_ANDROID
PED00003009,CLI00844,LJ05,2025-10-09T13:12:42,CANCELADO,137.68,10.38,148.06,APP_ANDROID
PED00003010,CLI00262,LJ11,2025-10-09T10:17:03,PAGO,343.66,5.57,349.23,WEB
PED00003011,CLI00461,LJ02,2025-10-09T16:12:14,PAGO,62.82,10.87,73.69,WEB
PED00003012,CLI00244,LJ03,2025-10-09T11:58:57,PAGO,41.82,6.03,47.85,APP_IOS
PED00003013,CLI01713,LJ11,2025-10-09T12:30:48,PAGO,60.99,9.4,70.39,APP_IOS
PED00003014,CLI00432,LJ02,2025-10-09T11:59:49,PAGO,86.34,5.75,92.09,WEB
PED00003015,CLI00566,LJ05,2025-10-09T10:48:09,PAGO,20.4,8.3,28.7,APP_IOS
PED00003016,CLI00040,LJ04,2025-10-09T16:55:26,PAGO,94.45,6.66,101.11,APP_ANDROID
PED00003017,CLI01990,LJ11,2025-10-09T23:50:05,PAGO,80.96,11.48,92.44,APP_IOS
PED00003018,CLI01098,LJ03,2025-10-09T13:26:12,PENDENTE,11.27,5.22,16.49,APP_IOS
PED00003019,CLI00108,LJ03,2025-10-09T16:09:14,PAGO,97.13,7.45,104.58,APP_IOS
PED00003020,CLI00577,LJ07,2025-10-09T15:52:48,PAGO,27.06,11.3,38.36,APP_IOS
PED00003021,CLI00462,LJ06,2025-10-09T21:59:54,PAGO,6.66,11.84,18.5,APP_ANDROID
PED00003022,CLI01527,LJ03,2025-10-09T12:26:58,PAGO,25.2,10.26,35.46,APP_IOS
PED00003023,CLI01483,LJ03,2025-10-09T21:02:23,PAGO,27.13,8.38,35.51,WEB
PED00003024,CLI00082,LJ12,2025-10-09T20:12:18,PAGO,96.46,6.3,102.76,APP_IOS
PED00003025,CLI00574,LJ03,2025-10-09T14:00:05,PAGO,219.56,8.72,228.28,WEB
PED00003026,CLI01472,LJ12,2025-10-09T15:57:22,PENDENTE,78.09,10.33,88.42,APP_ANDROID
PED00003027,CLI01503,LJ05,2025-10-09T12:40:37,PAGO,63.52,8.71,72.23,APP_ANDROID
PED00003028,CLI00524,LJ10,2025-10-09T17:56:43,PAGO,71.07,11.03,82.1,APP_ANDROID
PED00003029,CLI01898,LJ03,2025-10-09T22:20:14,PAGO,175.04,10.44,185.48,WEB
PED00003030,CLI00221,LJ10,2025-10-09T13:43:57,PAGO,85.01,10.07,95.08,WEB
